,Florida,California,Texas,New York,Massachusetts,New Jersey,Arizona,Colorado,Missouri
2014-07-01,170382.33749929117,393168.2436064069,159548.55415527918,272704.35799170024,339804.56014541857,302824.58962316,195665.1506021278,264254.8384078588,134507.9492552027
2014-08-01,171399.8932452474,394687.9550017591,160624.94433455743,273168.64852606296,340196.6129199178,303049.4376650452,196115.364459989,265946.35929289105,135152.1232673472
2014-09-01,172457.55415410257,397196.93627596233,161573.97562597276,273791.6652755122,340817.1833991679,303368.8008275359,196618.14752444808,268004.470218386,135550.44658036195
2014-10-01,173345.16618235747,400379.65665773716,162246.8351819023,274274.83079831046,341130.5147032622,303562.02104973845,196908.6623957928,270231.5702696237,135634.19698187456
2014-11-01,174454.40033559967,403946.4780056037,163097.19734311686,274938.4800183995,341937.95781218185,303661.2846945295,197353.5447294215,272731.9185348992,135731.1360705621
2014-12-01,175769.71480775494,407239.82804445125,164092.0905520199,275504.83773607336,343109.0409696851,303630.39459535485,197799.39036502768,275440.01700318774,136024.49477650627
2015-01-01,177205.76279908125,410167.8676890442,165337.0985682885,275929.0770747517,344987.3198999662,303574.856339457,198455.70698073434,278511.6095312256,136394.47387707102
2015-02-01,178464.34115794595,412642.62168486224,166627.35398335065,276179.17163583793,347039.7931880923,303674.44284335343,199158.14537512767,281939.1558714596,136648.1112848163
2015-03-01,179575.6004197431,414668.1741937218,167888.75450774902,276433.11665218446,348899.7041306132,304121.42716714874,200128.4875052498,285271.29439338134,136967.73884466547
2015-04-01,180691.68364074492,416628.6753074345,169069.17330947588,276893.9926457373,350428.0717139071,304614.9957594551,201297.85657891133,288393.94178788015,137491.08523169497
2015-05-01,181955.85996058365,418845.42056311667,170198.55019122627,277721.60375689063,351815.21801611385,305397.81161292415,202697.2625736907,291258.722408199,138220.3828063211
2015-06-01,183252.06667780897,421117.12426827085,171323.51501814145,278628.6957158957,352972.57205328887,305944.5776966354,204091.0697734032,294022.28832070733,138894.1519498972
2015-07-01,184729.98243533494,422907.2188298025,172493.17741718586,279757.9119468318,354334.7216353354,306726.33797704335,205560.33982364275,296930.28583997145,139637.8761635724
2015-08-01,186294.60615307288,424106.9105880872,173713.43930205345,281112.4378263717,356127.0960979589,307720.87326801295,207068.71592213403,300006.8202246379,140455.5615123002
2015-09-01,187996.62394942495,425133.0540628068,174957.6923999871,282903.829233282,358438.6961059429,309168.49713804945,208761.9516452168,303246.5156054173,141305.7950388419
2015-10-01,189775.15081138004,426397.9554459019,176211.40553506147,284841.2522513994,360819.951375475,310883.87704356475,210498.63556299568,306293.63403492863,142128.41130298955
2015-11-01,191490.04946002815,427453.6560836052,177315.47516634982,286424.4699035708,362963.8647121084,312389.7720060009,212260.50350295706,309235.58691781183,142746.76741437774
2015-12-01,193082.22776554732,428416.5750603134,178460.53484086963,287707.5696065346,365204.5021703764,313684.4218581149,213915.54828534275,312105.5298504717,143477.56772645065
2016-01-01,194549.83886554034,431606.6956220584,179686.71444887915,288615.4734927031,367585.61227094335,314627.33486712235,215947.69139485326,315057.9418013733,144313.52503149305
2016-02-01,195940.99167713558,436973.37843322754,180965.79364722516,289324.75131776516,369744.62277072115,315250.188939908,217860.5681465566,317900.54599166196,145169.56844416677
2016-03-01,197219.77583553563,443069.6421433753,181909.00096328396,289645.7757805221,371314.94229573687,315433.4415681336,219354.2219368968,320684.8221000594,145629.06633569475
2016-04-01,198574.31140734148,447675.808063889,182806.45900932016,290219.48684762156,372948.27764960215,315776.3987617897,220254.1671555947,323645.2684765333,145912.00997961554
2016-05-01,199914.741489453,450731.27399007045,183672.53205862877,291099.6838338931,374763.9518445095,316372.88236520503,221023.52614925973,326559.46784533863,146289.24154806393
2016-06-01,201347.67501499315,453431.31048663426,184704.89122922393,292464.7488393131,376677.32251405745,317254.9449723113,221902.15235616756,329300.8604524816,146895.49301246242
2016-07-01,202605.5021746532,454418.81568058446,185565.4698584537,293586.9573979866,378081.5993326367,317908.9720669528,222834.26447487177,331575.30926989415,147382.6668539252
2016-08-01,203908.7663819995,454107.96115537983,186402.2423491814,294390.06942288444,379052.66168997186,318325.50239303487,223717.81232991497,333407.2277012255,147747.37611278114
2016-09-01,205372.75021053385,452615.68158436986,187358.9936659911,295008.09832192824,380375.8859544571,318488.42356048286,224890.04696391363,335098.97379006253,148151.11349755674
2016-10-01,207001.33204658353,452276.4495721524,188414.04686415454,295868.6464818726,382324.7993087696,318764.7009455859,226053.04577634708,337089.4527581111,148776.73254629268
2016-11-01,208492.0781005714,453353.03792094346,189601.08284993915,297198.1542435619,384971.7545279137,319191.9552484941,227246.43245486388,339691.44170416286,149621.28214361673
2016-12-01,209728.403424915,455951.70388110867,190741.71289813516,299034.1607114638,387626.91685693624,320198.28917114384,228338.71067133476,342758.13773438975,150524.18920788102
2017-01-01,210811.69387838026,460867.73202294187,191863.96180356256,300717.2636310849,390022.8883952156,321138.49952398724,229651.10505106443,345733.20925087173,151411.2387690378
2017-02-01,212024.1194770383,467336.9443272641,192865.93921359652,302493.97525586706,392078.63585957093,322140.0780509023,231171.89765469424,348895.0589178293,152316.15748038792
2017-03-01,213439.53449439653,474362.8766756601,193934.42231930044,304062.2098951533,394329.205032625,322928.2797323598,232822.64628550163,352083.09105462837,153188.2317285719
2017-04-01,214943.33166044997,480100.7682658343,195117.19486387665,306175.27287962724,396930.63927851844,324220.78401076584,234328.87185078557,355360.9477530846,154038.7785190818
2017-05-01,216260.4012227436,484307.7064625311,196182.20861285503,307877.0897706262,399584.71653426456,325730.9537205564,235644.37698437952,358119.37051308644,154681.70900548756
2017-06-01,217618.69415181733,487913.18388763064,197142.09995727066,309371.5022376835,401985.24551873346,327343.64360872103,236999.2513372081,360233.676351428,155237.69174680064
2017-07-01,218909.19272755831,489668.49209312163,197885.0824135101,310473.757865892,404053.8788970516,328537.8632456095,238324.66239329227,361655.72720901994,155701.5877098952
2017-08-01,220366.19178173703,491185.63423446706,198672.72726673563,311838.22332492674,405761.3498100333,329400.80786288826,239737.8732449599,362805.9250712811,156150.70705259233
2017-09-01,221777.38982314186,492783.0327936979,199472.4948717183,313223.4371404508,407734.4808765594,330219.4929662651,241136.6887168704,364164.3128599858,156688.34243034862
2017-10-01,223290.70948350383,496256.7878977421,200426.29664180355,314954.49591357465,409577.77665849635,331256.0795838172,242555.86067853597,365961.5824706899,157331.39671107428
2017-11-01,224848.05669505292,500108.8336144062,201476.65732694112,316358.3542625886,411582.3043614235,332536.7259130218,243813.6528091612,368185.22107315203,158066.7206813957
2017-12-01,226478.5157080927,504636.1055836459,202642.84374223708,317925.3577359714,413356.59729082836,333717.2630640944,245065.79994427154,370863.35323855776,158778.54529828334
2018-01-01,227928.69179769454,509748.30924942676,203799.28782094424,319340.88502256887,415337.7083779057,334816.4294245354,246514.42368305265,373760.9874297728,159546.5415599244
2018-02-01,229202.31764321748,515386.485147759,204851.53242796598,320474.6767545364,417494.80090698187,335790.7810908647,248177.77566300484,376690.42701686826,160456.7553383179
2018-03-01,230483.4868548977,520526.0707875427,206084.05946259992,321951.78542988416,420096.3221058854,337180.9932511703,249894.47857036348,379548.61642331677,161678.6698606578
2018-04-01,231753.17875488472,524753.5113177957,207237.25946750285,323603.32541469065,422698.0743686555,338502.6362415193,251382.96229172367,382103.8376281262,162835.92088897646
2018-05-01,233070.00377271636,528621.2376581252,208439.9333494145,326006.23053978937,425437.2976619235,339936.8667892892,253008.71674468298,384545.8370249793,163786.01164808482
2018-06-01,234179.26394547525,531769.4809088081,209353.29305958332,328174.70898649964,427775.1421741795,341144.57478602463,254678.1948761555,386389.9323629336,164241.37960164246
2018-07-01,235617.2286463573,534633.6593389657,210397.317558524,330623.22995629,430160.122141162,342733.28638655524,256725.35348395616,388421.5287008377,164631.2155576318
2018-08-01,237021.9616066618,537706.4429757008,211336.53371849307,333011.0979426275,432155.6415580486,344076.0903851683,258627.56965367068,390108.4560903448,165061.19416024143
2018-09-01,238448.42072368064,541173.3749981461,212263.30075988322,335460.71700576507,433898.6540276573,345060.40338967653,260430.46077552778,391775.63570897694,165736.0687566786
2018-10-01,239622.31904816325,544861.1335892818,212970.1195616878,337083.294409374,434668.8206175044,345481.04985762085,261900.0348615544,393037.27314337157,166296.0262799303
2018-11-01,240868.86752036828,547468.9626557928,213771.6282980511,338237.47487430257,434903.34383470117,346131.92977278243,263252.13881409104,394255.08834159793,166969.66749987382
2018-12-01,242216.0535912499,548996.9515430214,214662.8410814959,338914.5919985087,434522.2131553131,346949.984512442,264444.962678307,395610.24458172824,167513.21640919583
2019-01-01,243431.80214205847,548520.4035977741,215545.82618310917,340015.7682954169,434388.3427444014,348042.64495962625,265768.24371308554,397151.5406679288,168276.8814257978
2019-02-01,244522.71497229088,546881.7900601657,216323.99907168988,341566.84903794335,434911.5321824418,349373.8026465186,267367.80365672597,399153.0571394586,169165.18503413987
2019-03-01,245260.40311798616,545025.246345465,216997.2362002704,343248.36723913485,436069.6572415554,351135.8847202915,268925.873298241,401330.31394907995,170274.0286835125
2019-04-01,245793.05975442872,543959.6853172869,217565.81581433988,344663.0183237247,437840.48688620905,353140.94643836113,270243.96241028694,403278.2819476632,171259.89413154393
2019-05-01,246079.34831191887,543321.7827958477,218076.72747743447,345471.20375885844,439090.3519595338,354674.4803348962,271210.78478389006,404306.0173550982,171955.74809105846
2019-06-01,246494.12125595578,542928.4112491558,218572.36818268898,346457.508843577,440194.7026149826,355782.2887076807,272204.3075025648,404930.26394147315,172534.1880230611
2019-07-01,247030.42875859607,543341.7880729367,219098.24452996356,347463.1006687779,440613.9551598925,356328.51912291214,273206.36361571186,405395.3325220015,172946.7983824455
2019-08-01,247761.84008374266,545070.6469103293,219728.56821874273,348666.1809325982,440811.05504826613,356787.90710124356,274435.28377872816,406217.79147565184,173292.20753978964
2019-09-01,248488.95194357427,547713.271976089,220417.33698671896,349323.8583002146,440732.87460976973,357013.92669360276,275881.6111286313,407070.3233210859,173431.7583285334
2019-10-01,249452.50487666062,550828.3595663096,221339.38496031417,350065.4216622976,441376.79082992236,357668.6034735853,277600.2359866192,408349.0013179779,173940.91507706328
2019-11-01,250770.4220059685,554220.0624297335,222431.1252635969,351546.43457970343,442852.7169918027,358963.44332045683,279607.9305009931,410118.08685786696,174737.19531266062
2019-12-01,252394.6457512615,557735.1683715271,223619.88218107665,353430.15035514644,444570.74776577327,360668.03213346325,281706.38263887755,412218.1382021781,175782.65675562018
2020-01-01,254362.45814860507,560606.1516025391,224826.76028332338,355752.1955611433,446774.8312571575,362848.9683451252,284244.3792993733,414573.4771142784,176828.0994546937
2020-02-01,256216.39592669866,562915.0003882073,225994.34341146448,357522.45922514034,449274.15554747666,364945.8908010468,287020.63674787804,417197.33119938173,177982.11662631147
2020-03-01,257845.2260218498,565139.4677463252,227133.0442329351,359151.8205937221,452400.9335560238,367578.9357760996,290170.8005686554,420217.32114814525,179276.31828335417
2020-04-01,258835.97556612376,567193.5205449759,227953.9360669082,360505.1588898901,455130.6036053596,370124.83180668816,293019.6367536621,423091.7468064429,180442.27325075536
2020-05-01,259109.20760877078,567452.9470948993,228247.0537949764,361682.5975069964,456764.2736693889,372011.1542713519,294998.521421931,424463.38169666496,181217.9855625273
2020-06-01,259246.21482154974,566223.9409934434,228422.49640023024,362319.1117912607,457499.391597922,372733.9730470796,296357.2667702577,424665.4405139961,181642.91646755612
2020-07-01,259831.4193805434,566065.3435080695,229108.31860761103,362499.3884248626,458345.675680618,372784.54098155134,297952.97201210586,424833.3552179159,182432.0778754423
2020-08-01,261444.55899833958,569370.470518689,230598.12379830168,362912.7429450384,460942.02243990736,373783.325064376,300732.8410725525,426639.85588074214,183930.47965551922
2020-09-01,264031.798689414,576707.9770136605,232847.1008848675,364996.2770640491,465918.145754982,376836.24362295755,305118.6329064267,430564.7996157298,186469.5566217557
2020-10-01,267093.3258029337,586129.8428241782,235385.3209227211,368411.403416719,472539.59733107797,381567.03007773845,310309.53019063943,435804.6179536625,189345.80957198935
2020-11-01,270687.8792299558,597101.1107193319,238280.0754484875,372924.7267656836,480242.35294456367,387390.7219974082,316048.8180171096,441783.4672865093,192420.45764900453
2020-12-01,274260.5556784644,608044.5644489758,241084.69073064896,377903.1313755848,487950.8641994509,393571.9279360329,321652.72620111424,447636.54422096227,195050.29985566667
2021-01-01,277958.21670164535,617131.851992333,244028.9858042527,382615.7841959509,494922.0336517599,399332.5450141213,327172.40769114945,453268.98001941416,197323.24177967283
2021-02-01,281642.1238849739,624906.8020869409,247165.16785812855,387533.51863408316,501817.0308303677,405186.8823554854,332906.35356335,459651.58354168624,199688.80270501028
2021-03-01,285578.68005860446,631950.2638912977,250715.9920772443,392128.5883011887,508783.48252619617,410595.9299158012,339614.0611945622,467401.69928855175,202508.41213122464
2021-04-01,289956.3402569115,641171.0912710567,254656.58271244206,396397.95777429215,516528.85087761586,416124.0034645903,347462.7003074612,476418.83377597184,205867.27523783097
2021-05-01,295254.00593738555,652212.4717845646,259166.18965185212,400666.04067538335,524610.3416593922,421550.48829775746,356830.11827141925,486170.67120254785,209416.7423090161
2021-06-01,301739.70076872496,664067.2451136071,263991.1968790722,404663.4688286246,532255.8913484062,426922.812801977,367127.9777220041,495746.9607146077,212843.81028969542
2021-07-01,308381.3621511397,674781.843063116,268417.7086015183,408195.1353105707,537444.045603543,431718.12584367534,377387.1214269804,503738.2909384771,215327.71739503826
2021-08-01,314290.061590255,682194.7931888249,271791.96460486506,410348.222127796,539202.8358871817,434915.1851268287,386407.8149467574,509243.6676731252,216599.4770791036
2021-09-01,319077.78165243356,687221.4262345027,274258.6263621586,411412.6323189815,538580.8669761843,436738.467283275,393905.9389747423,512671.6711060766,216870.70202208965
2021-10-01,323791.712631204,691708.9259005064,276817.3528379518,412950.3438073148,538172.6399978484,438322.81730867986,400566.8429096546,516194.6593519398,217389.62784081456
2021-11-01,329065.0571727587,697625.7891534611,280130.20196480403,415262.13665460824,539123.1792048285,440768.8615202328,406910.7166152604,520951.6447181373,218662.43767198236
2021-12-01,334765.2435908678,704919.941652482,283938.22399926186,417994.7466180792,541291.4116553292,443848.70974391844,412866.9193986988,526721.2071613901,220575.9695957747
2022-01-01,341920.9525143648,715092.4562638454,288948.21441721555,421213.74482768046,546650.5416340736,447862.4252963108,419062.25198132166,534510.2776813658,223494.31365944896
2022-02-01,350243.9395290453,728146.0338084915,294551.53270320356,425116.23017380433,555115.917072276,452600.0444047496,426109.08935917326,544508.2943113327,227227.67915137878
2022-03-01,360067.7351466438,743886.5495101068,300887.5560992591,430324.65928179683,566505.071489281,458638.43029980274,434813.3169002295,556937.2341854154,231637.33924186803
2022-04-01,370398.3696617004,758200.6350033892,307034.9322042863,435653.85934733954,577147.115531297,464885.26060234715,444591.65599797294,569171.1210064841,235841.21785146894
2022-05-01,380299.16015217506,768990.3354816063,312685.3619490396,440517.88193412096,586263.544052271,471216.5614120012,454288.82900742796,579129.0945545739,239252.5236522304
2022-06-01,389099.7428921785,774727.0361407684,317617.21591713437,445171.880146985,593046.1863385868,476529.2762320528,462398.31640843215,585194.142493986,242200.0493128864
2022-07-01,395071.03791885014,775040.5534359211,320616.0170163166,448311.0041081251,596188.6443225268,479511.1651823344,466501.37386348215,585816.4954061349,243813.57316335055
2022-08-01,398093.48236972187,770311.1892452035,321557.41826340155,449251.32353400084,595112.4505582786,479667.6850970963,465603.2663473154,581881.1613365702,244142.2527946808
2022-09-01,398479.95886154164,762747.2618757522,320863.407487794,447659.1737609156,590838.5445548185,478028.73827104183,460283.0208910727,575592.4865318179,243272.3654266746
2022-10-01,397986.1221369084,755937.8783499114,319871.09946637653,445802.3677165707,587194.9952634174,476840.57299306354,453679.8245666023,570511.1948031388,242518.41979901362
2022-11-01,397263.0596454575,750586.6551531642,318824.3748733607,444223.0019310391,585139.8234092161,476296.24550705036,446517.5634294953,566596.6492863571,242086.9387534168
2022-12-01,396397.3615208425,745999.6977122867,317479.40099876444,442616.28528158413,584622.3240785901,476587.19050163287,439478.2694868369,563272.6582639789,241910.00542541593
2023-01-01,395018.32026327116,738863.36345437,315704.7947650887,440934.62643357815,583710.7653464876,477995.2891522187,432445.4008696077,559546.137878507,241532.38710953286
2023-02-01,393850.5840482524,731526.6422151659,314017.238989141,439537.50889862375,582999.7657876817,479440.4026406649,426946.3258939255,556318.147926021,241422.37897838777
2023-03-01,393375.63555734,726129.7711758134,312890.89615532005,439633.11773918656,583576.6836501037,482196.054506235,423696.0796264393,553594.4812472273,241964.74698140981
2023-04-01,393831.3128864319,725535.2792653261,312502.2170150142,441147.6341147481,587060.3324711325,485984.73670982243,422582.3335566036,552147.7670553393,243534.1625125855
2023-05-01,394909.4987711596,728563.1696695959,312838.04482609755,443626.3739836255,592599.5841514828,491415.5740606443,423178.77036967454,552021.6385680501,245516.31313371053
2023-06-01,396624.2032199585,733865.6351632895,313709.39307727135,446539.6566341583,598963.3304543762,496676.9418568954,424960.85309784935,553511.4949931585,247495.24247103056
2023-07-01,398368.01538392185,741013.4029143001,314494.1216842001,449628.8119849781,605054.177732849,500914.9422615192,427422.0602887866,555685.3854851474,249028.09693116267
2023-08-01,400096.1150572447,749101.3992351241,315103.0802287913,452768.35921425157,611019.3970266044,504508.6303708111,430093.33398385317,558047.7509400063,250378.55680243927
2023-09-01,401297.908633358,756830.3273708993,315142.9228310479,455432.6323044224,616384.053712502,507604.90956860135,432314.1922160762,559986.6029708976,251375.22409014017
2023-10-01,402386.82080025645,763114.8744089172,314901.0998862042,457321.2977880267,620906.7949041587,510593.2300896612,434161.7829197373,561209.098362309,251990.1967409566
2023-11-01,403341.5626963901,767612.1457282271,314387.8884925868,458898.5300329319,624374.1874372829,513527.1933682331,435537.3873415611,561527.869862481,252185.95408729985
2023-12-01,404193.6467753437,770475.4444159431,313753.9663725843,460625.7068743999,627040.0031519067,516310.29312176147,436230.97279115295,561320.8984971159,252203.2610905541
2024-01-01,404916.363183974,771018.0927460172,313545.6451082932,462456.26666582545,628753.5885378985,518910.7757626234,436514.48591679585,560887.2450365991,252377.3347464009
2024-02-01,405661.655935965,770862.0862206769,313818.1663019439,464716.9475859297,630847.5334731675,522575.6196843204,437054.0752128661,560981.4037070457,253071.17855466506
2024-03-01,406546.7203300355,772375.2609962891,314729.0087575045,467758.29437823856,634608.406469067,527654.7593067602,438370.74995526293,561738.4411731331,254264.22025398377
2024-04-01,407243.40270823316,776316.6294688344,315622.79343674256,471475.88173515,639821.1701393948,533431.4251930282,439982.33617160283,563107.755805299,255706.15586760562
2024-05-01,407370.95109748375,780898.9018437777,315968.50877887144,474892.89549639396,644494.3477882958,537885.9937542911,441260.4725248695,563923.2773674672,256717.86786064468
2024-06-01,406565.8530892337,783422.6883331224,315726.86620121944,477640.4638351284,647337.1867668302,540945.4916011491,441524.2680385653,563725.321597404,257357.17276284387
2024-07-01,405483.65047692833,785460.7695409883,315142.0358572477,480209.2731559,649336.7116515441,543613.0601806695,441146.4490816438,563414.1954818104,257854.99820971602
2024-08-01,404442.8979563217,787266.8377792281,314709.00122171664,483352.4437370705,651537.0655030477,546814.2421945409,440326.64468228066,563566.7527770965,258494.8371860005
2024-09-01,403565.9088541605,789611.5108891381,314438.81999229355,486258.1759983683,653937.1196967817,550303.5159141591,439609.71953419544,564528.1834172824,259118.20906739845
2024-10-01,402593.9956987177,791235.7704858779,314169.88282663585,488712.85228406504,655952.8028877942,553398.071125582,439026.9180478426,565439.4897641785,259735.5905639507
2024-11-01,401363.0381289876,793046.5322747628,313785.2892042223,490571.64178083465,657575.0743550133,555843.917871778,438480.39044294687,566377.3778994741,260541.95511096297
2024-12-01,400241.1856992605,794878.3652982301,313501.8913065197,492352.5197540976,659452.1296014468,557483.8484366647,438052.1642940959,567103.584160538,261770.69439170358
2025-01-01,399273.0916944731,795046.4572985088,313319.6570868927,493498.37236801506,661137.1650258359,558760.2459925585,437282.495834281,567247.2645396536,262961.6498653311
2025-02-01,398167.8102119905,793627.9266515845,313139.1686681471,494694.6263635916,662749.1451045272,560260.8279982504,436047.4052098712,566139.9707532158,263805.67366929166
2025-03-01,396430.3667634786,790103.7553381734,312393.7330275325,495611.54487798346,663045.3128991928,561789.067304607,434221.1565773078,563499.9399073019,263924.773342987
2025-04-01,394215.2106251473,786720.7019852633,311307.7626908203,496998.01367863547,663005.0681272493,563627.2423252094,432583.63512350665,560447.7033744203,263703.3631427651
2025-05-01,391696.3521193006,782724.4876378253,310024.57193594053,498273.1746074478,661944.9429735622,564835.231006146,431004.5520859635,557305.8857269258,263399.7678542849
2025-06-01,389042.8999947752,778859.808807925,308809.01259999507,499868.63773296337,660840.500203806,565761.3995490005,429503.6858892164,554776.3170026519,263213.008234927
2025-07-01,386218.9030602659,775931.0595394844,307725.1365402635,501807.1771566702,660161.6208591309,566355.5390025037,427896.5832004715,552804.2963500778,263506.4333795564
2025-08-01,383692.89597116254,773946.8174810341,306874.5465914766,503492.44724370865,660250.2395947565,566841.424027415,426451.603614179,551916.175032837,264092.5337241815
2025-09-01,381885.4821195002,773514.0385511,306350.8460312065,505335.8386339881,661472.1174815885,567869.2541529195,425474.8775180041,552015.1493790784,264980.10401968204
2025-10-01,380714.923834762,774282.0184921791,305973.80908195325,507345.0537286809,663789.8206028527,569744.5572825789,424957.1031216664,552640.1766730618,265637.71516474633
2025-11-01,380019.38221186236,775987.0875371053,305816.17830905336,509772.3309889178,666541.9981173478,571980.9622693757,425044.004038423,553236.3159226548,266503.14082437666
2025-12-01,379660.0941956861,778330.2447583983,305829.57105004333,512202.40324794647,669409.456189724,574479.7600413933,425561.2897305516,553546.3218492692,267574.1696981026
2026-01-01,379655.14931024326,779626.4921047315,305851.95992627065,514348.27873915667,671453.3571354464,576640.2212320982,426099.9767874522,553236.4793222547,268763.9571573409
2026-02-01,379840.74491779646,779987.9808132323,305831.43367704336,516780.7697845924,672760.7050130538,579060.302050698,426476.11277530855,552108.7017719485,269787.09065467044
2026-03-01,379938.120635607,779278.8008717081,305540.4631499881,519488.19858386763,673512.7820277413,581522.5939350576,426295.7850305557,549957.182213609,270543.137292685
2026-04-01,379554.35828092863,777909.8018165032,304942.11145528214,521862.75238610053,673228.469336043,582854.274977305,425477.13370729034,547181.6712827972,270979.11341320304
2026-05-01,378845.63029950485,776608.1747119959,303983.86113296513,523894.03086222307,672944.2734197286,583786.1284556297,424167.7857975418,544732.3649949913,271181.18237049185
2026-06-01,378126.2326381183,775548.7048725368,302999.4861513099,525946.6979982856,672866.8746088379,584681.1055825789,422822.1528755803,543434.6490117848,271596.94666082616
